"step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFlaggedFraud"
0.0444743935309973,0.75,0.000133008849422886,0.191139567550552,0.000285494721016807,5.74417556340087e-05,0.735091179805628,0,0,0
0.0444743935309973,0.75,0.000322431542927133,0.034769387021765,0,0,0.869303079317326,0,0,0
0.0444743935309973,0.75,1.5871327271662e-05,0.801537122883709,0,0,0.980014965821919,0,0,0
0.0444743935309973,0.75,8.5533121414294e-05,0.461017086732416,0,0,0.561955901323511,0,0,0
0.0444743935309973,0.25,0.00515547844894955,0.777102333302646,0.0175867264875926,0.0087461778350958,0.128996815554661,0.000421134577796325,0.000525867594482644,0
0.0444743935309973,0.5,0.000103252376323538,0.370662612020008,0.000303805212703861,0.000126757316874904,0.329622992888939,0.000349857950475951,0.000369255786633321,0
0.0444743935309973,0,0.00487334467015644,0.490783499092753,0.00103270659496706,0.00938636888995844,0.462955000007651,0,0,0
0.0444743935309973,0.75,0.00030275157043858,0.589588783992065,0.00565634971463136,0.00513638635852849,0.85213217054916,0,0,0
0.0444743935309973,0,0.00033799520679865,0.14092569879796,0.00115985280021616,0.00173903879138245,0.04197928350745,0,0,0
0.0444743935309973,0.75,4.35113038549183e-05,0.445813151666157,0.0138796470020617,0.0138026332283265,0.665192528106823,0,0,0
0.0444743935309973,0.25,0.00644090047859227,0.10509711452892,0.000130664490468068,0,0.0427673610420374,0.00940948742322228,0.0106194910382056,0
0.0444743935309973,0,0.00582904590093013,0.152159129042892,0.000132873049072678,0.0101249468670693,0.306845256767903,0,0,0
0.0444743935309973,0.25,0.000758074379648816,0.128143068840892,0.000529694532310215,0,0.100661220005233,0,0.000142410831054339,0
0.0444743935309973,0.25,0.0039522215701504,0.416757490355861,1.32770325416649e-05,0,0.239867847813812,0.00349205471257652,0.00423452282762445,0
0.0444743935309973,0.25,0.0026153581900459,0.951296724704736,0,0,0.211210900259989,0.00603733607635384,0.0065286697427889,0
0.0444743935309973,0.25,0.00372344687040332,0.0843249696346957,0,0,0.359161363083388,0.00866673621273087,0.00936624087214123,0
0.0444743935309973,0.25,0.000790626335726213,0.204572564415526,0,0,0.305962303879637,0.00483875657918335,0.00498729551041984,0
0.0444743935309973,0,0.000863064440054674,0.863208140178321,0.00109315946653975,0.00257242593779356,0.0342959101071326,0.000703157808390833,0.00145442426907038,0
0.0444743935309973,0.25,0.00252996886457325,0.903324988442871,0.00374663990632221,0,0.383063831219806,0.000369704822971098,0.000844982220231153,0
0.0444743935309973,0.75,0.00034304828606053,0.247531426976269,0.00171064368976492,0.00112229390651348,0.763699159434971,0,0,0
0.0444743935309973,0,0.00262845305734429,0.172444241184163,0.00654277782341405,0.0110473043639177,0.145492885113598,0.00123709808228887,0.000743323880298847,0
0.0444743935309973,0.75,0.000367205405107185,0.014206111865088,0,0,0.642379596290068,0,0,0
0.0444743935309973,0,0.000927604102925948,0.00820828371439687,1.95688564734017e-05,0.00160965631689737,0.088595217364026,0.000238920528676743,6.46627236581497e-05,0
0.0444743935309973,0.75,7.99551869654089e-05,0.308415470615196,0.0016099377831501,0.00147259736186933,0.990956236447744,0,0,0
0.0444743935309973,0.25,0.00265398297827134,0.871414444084779,0.000279536748967162,0,0.206537523967504,0.0208137532815441,0.0213123824774149,0
0.0444743935309973,0.75,0.000151987217546161,0.253337213756893,0.000102954784254419,0,0.987317307559882,0,0,0
0.0444743935309973,0.25,0.00417274298199679,0.581743795034444,9.09104355850946e-06,0,0.379169350976068,0,0.00155553316971424,0
0.0444743935309973,0.25,0.000435306863495526,0.855206746393532,0,0,0.193912980937705,0.00222420809092532,0.002305990221691,0
0.0444743935309973,0.25,0.00529473583118668,0.378719440427084,0,0,0.20423603151698,0.00340257795044804,0.00439724861781298,0
0.0444743935309973,0.25,0.00157660566593825,0.497045631603278,0,0,0.118191736968794,0.00230450913453953,0.00260069424977857,0
0.0444743935309973,0.25,0.00112948431817473,0.374292589875856,0,0,0.379798282756098,0.00824890495888165,0.00973008175815625,0
0.0444743935309973,0.25,0.00190877444092636,0.727699195901006,0,0,0.420821161488564,0.006525588848136,0.00688418600171519,0
0.0444743935309973,0.25,0.000451320638621881,0.411176411776294,0,0,0.333780675726753,0.0105815033210958,0.011677035325013,0
0.0444743935309973,0.75,0.000344142183729109,0.637633773147667,0.00265294114058831,0.00206255146572838,0.89852162775502,0,0,0
0.0444743935309973,0.25,0.00139286231297924,0.677331892033154,0.00204925989502367,0,0.342298034090857,0.0355713419848287,0.0370332923160903,0
0.0444743935309973,0.75,0.000150409656236361,0.188090663324751,0,0,0.979479379147927,0,0,0
0.0444743935309973,0.25,0.000942908634527625,0.433933314129196,0.00266033724382235,0.00104354636760708,0.411472878655953,0.000110717657926891,0.000287851457074638,0
0.0444743935309973,0.75,9.24637862267196e-05,0.597802017226309,2.62458941152448e-05,0,0.923463134038982,0,0,0
0.0444743935309973,0.25,0.00178302069590924,0.0291091161246448,0.000297872921568224,0,0.104825023833607,0.0112440567010183,0.0116844820198166,0
0.0444743935309973,0.75,0.000309262830421207,0.833981225481316,0.00206695404477455,0.00153645668296779,0.535430588732175,0,0,0
0.0444743935309973,0.75,0.000388918592295627,0.843562506001293,0.00359607270749865,0.00292876283930784,0.833899269918851,0,0,0
0.0444743935309973,0.25,0.00573004973469185,0.807527031802645,0,0,0.106623064810578,0.00669329541455558,0.00776975238643601,0
0.0444743935309973,0.25,0.00429538713977583,0.0946546175555509,0,0,0.350065571111373,0.00491126520671137,0.00571820371173662,0
0.0444743935309973,0.75,0.000395509988558233,0.190781222313623,0,0,0.783434763247736,0,0,0
0.0444743935309973,0.25,0.00434288009333993,0.320190378331398,0,0,0.410345086145291,0.00234106473022171,0.00325058503079695,0
0.0444743935309973,0.25,0.00599786308535892,0.59776539077944,0.00345595764067597,0,0.292990394635564,0.00319436870538882,0.0043211273301967,0
0.0444743935309973,0.25,0.00458320819784845,0.66886425347877,0,0,0.222534732795808,0.00145340490850411,0.00231440382384017,0
0.0444743935309973,0.75,0.000366086792511136,0.687504145222872,0.000284005228004396,0,0.983344784686506,0,0,0
0.0444743935309973,1,0.0125176482200885,0.15897461787232,0.000806175252510534,0,0.311991479581141,0.00412966345791313,0.0125376756645216,0
0.0444743935309973,0.75,8.82564068466413e-05,0.15141571116186,0.000581133403066414,0.000429742973894424,0.982784714050275,0,0,0
0.0444743935309973,0.25,0.00137019902406386,0.14684037501522,0.000527665740103655,0,0.149260354803218,0.00019948143964605,0.000456885669092443,0
0.0444743935309973,0.25,0.00610818003646554,0.0284547896008608,0.000306630113244641,0,0.0453993869827954,0,0.00114747407046503,0
0.0444743935309973,0.75,0.000245043413094971,0.491638776122328,5.39299194148866e-06,0,0.632595192880064,0,0,0
0.0444743935309973,0.25,0.00109709652913072,0.950139526964489,0.00255853810069825,0.000677457560181773,0.126493330415661,0.000218920890744617,0.00042502052588729,0
0.0444743935309973,0.25,0.00465643133814583,0.643995885959103,0.00102328169952646,0,0.438394525386043,0,0.00208839436715255,0
0.0444743935309973,0.75,5.85622453220061e-05,0.552252575977604,4.73556054290719e-05,0,0.697938297354661,0,0,0
0.0444743935309973,0.25,0.00332960326710635,0.593486035919655,0,0,0.257251461003934,0.00560575100888991,0.00708766065311341,0
0.0444743935309973,0.75,6.7233589965536e-06,0.261179233002606,0,0,0.901266892021136,0,0,0
0.0444743935309973,0.25,0.000381180872760717,0.481048783457517,0.000478743598920151,0,0.201683578453501,0.00134010543308979,0.00141171716864314,0
0.0444743935309973,0.25,0.00384270927716724,0.21337974003142,0,0,0.275202796068488,0.00968656329350553,0.01040847514545,0
0.0444743935309973,0.25,0.00236137171789266,0.654437393028502,0,0,0.295649965033841,0.00881109245970437,0.00925472000412301,0
0.0444743935309973,0.25,0.00481823098104746,0.159267629447267,0,0,0.333121138993923,0.0054659719565759,0.00637113264496098,0
0.0444743935309973,0.25,0.00195344315232409,0.666935920546348,0,0,0.4473464740799,0.000548108937547262,0.000915081483287327,0
0.0444743935309973,0.25,0.00539999056599763,0.342255337809679,0,0,0.405527866574648,0.00320099848336025,0.00421544164473944,0
