,ground_truth,reconstruction_error
817461,0.0,0.019433375342904565
312494,0.0,0.0044324654945285475
321528,0.0,0.003903593715307789
432123,0.0,0.006217006308618024
309078,0.0,0.0040196729571820265
495679,0.0,0.007453952864253717
162148,0.0,8.858686657020197e-05
193266,0.0,0.002236777532027759
789504,0.0,0.019470555453122793
100541,0.0,4.3337011697590035e-05
375045,0.0,0.004828172155187697
911204,0.0,0.024475132401346834
366073,0.0,0.004776898856437077
771246,0.0,0.018781813090345843
437059,0.0,0.006454176184062294
195331,0.0,0.002235186845876038
772219,0.0,0.018383666321235108
475037,0.0,0.007990149440433145
455710,0.0,0.007182738062008459
679527,0.0,0.014362580794930269
479270,0.0,0.008119995711165843
746160,0.0,0.01688478700150734
790335,0.0,0.019585476985534922
722243,0.0,0.016719714192759645
546823,0.0,0.00997386454275699
969875,0.0,0.04501135372576971
452546,0.0,0.006992430199581301
469972,0.0,0.007544596288678605
109774,0.0,4.522006075195358e-05
206759,0.0,0.002203974937865499
962166,0.0,0.04110415930076258
777881,0.0,0.01933837545894323
514663,0.0,0.009432534519213463
314537,1.0,0.003978572714389784
689829,0.0,0.014314155933153449
828479,0.0,0.021093488675310017
24879,0.0,9.19336482404505e-05
999725,0.0,0.07404063809853637
647247,0.0,0.013276939722358591
483187,0.0,0.007678267129316606
555953,0.0,0.009711226067362124
70387,0.0,2.8093524361668937e-05
165240,0.0,0.0008392434920740327
928988,0.0,0.02541613348814652
443431,0.0,0.006446152078305558
730772,0.0,0.016766261465226178
534349,0.0,0.00946997377123188
827129,0.0,0.021670484064856825
945746,0.0,0.026549507801502892
1000478,0.0,0.07750423844721956
933832,0.0,0.025226862933778238
379804,0.0,0.005516561075277545
790266,0.0,0.01908053524627088
942602,0.0,0.025907670568025076
423726,0.0,0.005974643752184455
108864,0.0,3.440394600962372e-05
705299,0.0,0.01639806724919153
511020,0.0,0.008766135896535274
97933,0.0,4.0838074212161e-05
853237,0.0,0.022041198003367374
24353,0.0,5.951667536989915e-05
962782,0.0,0.040827755549607145
18646,0.0,4.023236672431353e-05
63086,0.0,2.149299907490639e-05
19613,0.0,7.320916085887557e-05
779257,0.0,0.019474091569869185
306698,0.0,0.003674946942286184
840083,0.0,0.022306652045968847
710091,0.0,0.01647457664653226
581557,0.0,0.011341619545156204
456250,0.0,0.007107877933478865
921073,0.0,0.025121028587349152
479994,0.0,0.008479723295269135
503289,0.0,0.008188042498142277
580878,0.0,0.011304979647547309
62965,0.0,4.8289647262340335e-05
215954,0.0,0.0021119268007572106
232211,0.0,0.002433888925261569
871617,0.0,0.02194314022964269
562577,0.0,0.010277756850899485
205796,0.0,0.0021029991601147595
910873,0.0,0.025158730098637304
947082,0.0,0.02670821173815548
726875,0.0,0.016820310779075198
463971,0.0,0.007288847776652975
26209,0.0,2.722158779760101e-05
320215,0.0,0.004388559900615667
689427,0.0,0.014370699014692356
987618,0.0,0.05766000934258825
36152,0.0,2.878937884262003e-05
980560,0.0,0.05205755772203398
588945,0.0,0.011557636479686523
7301,0.0,7.400198766884924e-05
363376,0.0,0.004540558565139933
385248,0.0,0.005824871912623106
509084,0.0,0.00894811211990858
933492,0.0,0.026182913375524437
159688,0.0,9.88897218278002e-05
712853,0.0,0.015981772541920045
848395,0.0,0.022033799108362524
32794,0.0,7.665674456162159e-05
985751,0.0,0.05671688773573762
256844,0.0,0.00300251377274851
14473,0.0,7.979744622121668e-05
412200,0.0,0.00582494444313138
864324,0.0,0.022884200716491714
413490,0.0,0.006023792407594885
691949,0.0,0.014276600972595732
181029,0.0,0.0019638482092307506
694710,0.0,0.01467138718543572
799852,0.0,0.019949123423672728
239665,0.0,0.0022568412966837174
135517,0.0,3.9166495661745884e-05
543843,0.0,0.009716950342593246
561717,0.0,0.00996726442711634
850641,0.0,0.021706263188044646
305063,0.0,0.0035207067655918115
526159,0.0,0.009610991017940388
734815,0.0,0.01634132897928872
451293,0.0,0.0073019095550901966
749998,0.0,0.0162588088703588
597989,0.0,0.011705175552499631
11598,0.0,4.869536673169252e-05
777516,0.0,0.019115203369858755
665710,0.0,0.01450635351173423
430626,0.0,0.0059658643645865836
152531,0.0,0.001073616449536988
898760,0.0,0.02520426941733215
252664,0.0,0.002831018406447623
646486,0.0,0.013282241066557834
684988,0.0,0.014478395395413016
143043,0.0,5.742089665353269e-05
760732,0.0,0.01842551105895506
117861,0.0,6.338225753176154e-05
264044,0.0,0.0033210805316095577
851108,0.0,0.02228255288022613
755105,0.0,0.0176121497601155
450130,0.0,0.007411219985446889
129315,0.0,0.00011245853590283329
113568,0.0,4.9046489347544166e-05
552415,0.0,0.009391621298492367
768263,0.0,0.01856300350787322
220819,0.0,0.0024661761719793496
493414,0.0,0.008220816023044511
721661,0.0,0.016278069752030923
347174,0.0,0.004723334228219264
607545,0.0,0.011628451686076638
988314,0.0,0.05677167738312463
784968,0.0,0.019035607643399226
365584,0.0,0.004673237252392376
560650,0.0,0.009566100872656184
467972,0.0,0.007611324961583269
614510,0.0,0.011920819585229548
426967,0.0,0.006200793035714404
822992,0.0,0.019673784324872667
726982,0.0,0.01670131139037623
424925,0.0,0.006160481816362207
158138,0.0,0.00010508047583045787
388915,0.0,0.005671456898770062
52348,0.0,3.620944122742685e-05
765825,0.0,0.018861785945475256
565844,0.0,0.009947423921476777
356632,0.0,0.004909650059086619
848863,0.0,0.02253898944932562
438697,0.0,0.006111835465974015
151644,0.0,8.607218684035327e-05
308765,0.0,0.0042806007017164045
577347,0.0,0.01109227984545077
905737,0.0,0.024252031077026438
200184,0.0,0.0021266576491888044
1007197,0.0,0.08030066633178425
516182,0.0,0.009236810913733443
246133,0.0,0.0027599478621627674
713868,0.0,0.01614760154841506
667895,0.0,0.014151260261231896
778849,0.0,0.01854693847005828
237875,0.0,0.002511870596506648
986167,0.0,0.05756246160874197
333190,0.0,0.004342388024563907
240321,0.0,0.002792238450207219
245244,0.0,0.002978872445067355
889197,0.0,0.024260947073748308
63328,0.0,1.6737450853070764e-05
613738,0.0,0.011869583871791649
446330,0.0,0.007173773951897252
31622,0.0,0.00010860770317623053
807813,0.0,0.01973411543759488
976377,0.0,0.04881562981316749
507287,0.0,0.009320209630162404
879200,0.0,0.023050468559216917
470969,0.0,0.007614910913092713
182516,0.0,0.0019126422719418508
455674,0.0,0.007503702873384911
155120,0.0,7.579789290414954e-05
294375,0.0,0.003383592931263199
768969,0.0,0.018534892894981815
846999,0.0,0.02207637822357384
980917,0.0,0.053248588708809774
294185,0.0,0.0036086878257008416
701252,0.0,0.016281993343677914
939397,0.0,0.026554548240185282
54932,0.0,1.3589607599512316e-05
680267,0.0,0.014488724934823555
604290,0.0,0.01185598670772254
804683,0.0,0.019547624522443057
914279,0.0,0.0251666027820213
118051,0.0,3.444655987595007e-05
1001285,0.0,0.07789379173584862
843271,0.0,0.021407523315977846
687182,0.0,0.013713997333508827
264368,0.0,0.003375378868596973
481104,0.0,0.007955110375635368
880524,0.0,0.022546551687140027
138634,0.0,7.972787739234796e-05
749327,0.0,0.017223652423111812
705601,0.0,0.01555386812762809
586893,0.0,0.011325771044357412
722540,0.0,0.015923444598675028
343750,0.0,0.004651836994660588
978718,0.0,0.04990543271010521
657430,0.0,0.013823812004437792
753124,0.0,0.01656490918318812
864763,0.0,0.02244187707889756
507465,0.0,0.009058433354997147
13649,0.0,4.506670980858756e-05
663155,0.0,0.013494820161835914
528482,0.0,0.009415306275563726
295624,0.0,0.0034755981034531
944774,0.0,0.025630113983244683
623864,0.0,0.011859161231780792
1009737,1.0,0.08791328459133153
836143,0.0,0.021567188986771058
636641,0.0,0.013227288746353127
634552,0.0,0.013719091122404515
482832,0.0,0.00727425030313437
482850,0.0,0.00794534428430686
210783,0.0,0.0024238698886830065
641170,0.0,0.013780968916264933
13093,0.0,6.09611508189763e-05
912444,0.0,0.025091168754902766
294689,0.0,0.0033328193207824014
647628,0.0,0.013792690502090388
192828,0.0,0.0020462983056160145
346537,0.0,0.004238684446640411
973213,0.0,0.04969510086228505
572272,0.0,0.010096676318751278
293111,0.0,0.003419619955901032
155228,0.0,6.832489599834051e-05
33025,0.0,0.0001355916162144817
365694,0.0,0.004716574230064054
100281,0.0,4.461647326703677e-05
151910,0.0,6.738243014890795e-05
769332,0.0,0.018623162160143904
420939,0.0,0.00625727048727244
871990,0.0,0.022799456203176572
604622,0.0,0.011967768214905795
632988,0.0,0.013280661277081413
186203,0.0,0.0021112883579547923
460716,0.0,0.0074872665544351725
45853,0.0,2.3431374316752002e-05
284904,0.0,0.003431371967232607
748302,0.0,0.017088875345465025
326877,0.0,0.004257630709621722
753053,0.0,0.01686719481853895
783539,0.0,0.019482664509923635
849003,0.0,0.02159412893970963
180375,0.0,0.0020015647262241663
844717,0.0,0.02272952539783214
600600,0.0,0.01191600918912348
816444,0.0,0.01991621759266069
970572,0.0,0.04462628120567427
559935,0.0,0.00980152096592871
153497,0.0,0.00010179123865407236
75371,0.0,1.548235817586739e-05
238660,0.0,0.0026562989114848217
495540,0.0,0.008199211552743769
445596,0.0,0.007153998215375694
806979,0.0,0.01995887758078941
503834,0.0,0.007990706299685778
531250,0.0,0.009469239914393744
365834,0.0,0.004776267863261919
838647,0.0,0.021695306195119987
494224,0.0,0.007894294058884232
36325,0.0,2.543408957944728e-05
699930,0.0,0.015702243730793444
875370,0.0,0.0230309035073945
161436,0.0,0.00011148493303072406
190803,0.0,0.0020139414046781274
698958,0.0,0.016229945358862942
927192,0.0,0.02540015570260824
483315,0.0,0.007906608338258844
192888,0.0,0.0018031177397192816
282051,0.0,0.003355742101199139
100415,0.0,2.2157919316284388e-05
413935,0.0,0.00613143986424942
644462,0.0,0.01370710542411962
902884,0.0,0.025307159815141544
538418,0.0,0.00968953060378153
758260,0.0,0.017296167607906462
565288,0.0,0.009939108128055173
260125,0.0,0.00329792334226381
834964,0.0,0.021502260768460128
127355,0.0,6.818787944889675e-05
572456,0.0,0.010435430286385728
405139,0.0,0.005604726401167933
847535,0.0,0.021665437589292784
386092,0.0,0.0057578298527768594
482691,0.0,0.0075203927938857235
912783,0.0,0.02512719103039846
471620,0.0,0.007112672316090328
797400,0.0,0.019800764239417137
431127,0.0,0.006489790334379461
130327,0.0,6.220141725857343e-05
193374,0.0,0.0020839515784375102
969748,0.0,0.04543135605142835
216605,0.0,0.0023946907314352254
554572,0.0,0.01006405502876862
458660,0.0,0.007374829698268463
983567,0.0,0.05423197749159804
76022,0.0,3.421988804345211e-05
168324,0.0,0.0010214209704256458
134414,0.0,5.266199327302126e-05
122202,0.0,6.084746928740972e-05
644198,0.0,0.013747002755112933
368561,0.0,0.005099713779226601
581847,0.0,0.01144017846799231
1010308,0.0,0.08633425005087106
82502,0.0,8.776073604814987e-06
342607,0.0,0.004320393824174986
458154,0.0,0.00727450521094848
592433,0.0,0.011388645592741595
499794,0.0,0.008382207651107
703532,0.0,0.016208420919095717
832634,0.0,0.02119311239768685
521419,0.0,0.009284229661714119
842422,0.0,0.02140122529085626
804304,0.0,0.019881068624830488
484193,0.0,0.007923175418995409
768940,0.0,0.018335842628926083
921382,0.0,0.025089517123001948
793031,0.0,0.01866049261579367
980387,0.0,0.051540683778906825
877026,0.0,0.021932693471435036
249828,0.0,0.0030971984046462833
1008292,0.0,0.07951587757814114
904182,0.0,0.024400015715403067
906437,0.0,0.025244714396518108
153667,0.0,7.308500672702887e-05
472998,0.0,0.007608774770945589
678047,0.0,0.01493832309793471
747341,0.0,0.01681487762411349
976407,0.0,0.049594261874495074
836418,0.0,0.021567342202735092
443122,0.0,0.006533527527024937
437726,0.0,0.006046573732605737
444718,0.0,0.006986717646926528
682691,0.0,0.013998205061059189
793439,0.0,0.018841604110094806
174972,0.0,0.0019897514243948718
38893,0.0,0.00010433434074135735
166465,0.0,0.0008924419501577151
796384,0.0,0.019222057088564583
561834,0.0,0.010281086371038048
173440,0.0,0.0020501879571381853
234093,0.0,0.002555165294652713
359373,0.0,0.004549633989428582
592852,0.0,0.011667275618615785
284013,0.0,0.003598670562950812
756747,0.0,0.017658808964143624
196190,0.0,0.0021414308967220384
529494,0.0,0.009550722812709193
910202,0.0,0.025196625124137416
155761,0.0,5.043000602616045e-05
81852,0.0,1.939624978283107e-05
432527,0.0,0.006540538637763829
397243,0.0,0.0056393394928306905
331188,0.0,0.004425282220237008
163222,0.0,0.00014384555330634728
165660,0.0,0.0008444903826583334
349556,0.0,0.0043857474142358615
307818,0.0,0.004028326562797641
917234,0.0,0.025170290422555773
240194,0.0,0.0029323717208156936
856634,0.0,0.022327452865585094
449036,0.0,0.006732975484723763
852639,0.0,0.022642617944606813
932647,0.0,0.02501302400116137
803592,0.0,0.019861292946687065
494227,0.0,0.007970851853384527
449898,0.0,0.006672119311936663
785609,0.0,0.018906831750249202
11466,0.0,0.0001817401949019376
363341,0.0,0.0046537637530183595
781445,0.0,0.019459872192646506
711477,0.0,0.01652418646483321
847242,0.0,0.02180865623561585
481841,0.0,0.007687227737688991
778034,0.0,0.01849853049311304
557108,0.0,0.010173332825269553
463684,0.0,0.007661511633526197
288423,0.0,0.003592652246485846
928118,0.0,0.02550831240991953
646029,0.0,0.014004299643329337
387454,0.0,0.005481853692387882
841957,0.0,0.02240335841789716
941156,0.0,0.025538815893278194
896659,0.0,0.024553512123629783
386936,0.0,0.005955245051570675
856661,0.0,0.021870462500386163
838240,0.0,0.02158579181189326
972939,0.0,0.04732790131935205
117771,0.0,6.728977245353222e-05
196527,0.0,0.002151296630182319
774306,0.0,0.0188157541478981
394238,0.0,0.005663424381162368
712686,0.0,0.01537913287343394
796088,0.0,0.01992629596792739
311143,0.0,0.0044408526910720515
695711,0.0,0.01461468342654503
149298,0.0,9.091693394857678e-05
674513,0.0,0.014578879128339956
772236,0.0,0.019217708663929182
798925,0.0,0.019068756004198984
397748,0.0,0.005827463075681699
952046,0.0,0.028403627265944663
271744,0.0,0.003307059925528406
391201,0.0,0.005728362157729238
236804,0.0,0.0022205756057566885
938970,0.0,0.02537579944284408
409262,0.0,0.006094955783282118
376665,0.0,0.00469570561122949
528919,0.0,0.00909680315178191
362766,0.0,0.004774994000639363
912784,0.0,0.024755233746064784
514729,0.0,0.009358360587432692
697956,0.0,0.016208488633596647
162554,0.0,9.413410734455186e-05
418539,0.0,0.006052432925514721
838700,0.0,0.02130944697906534
762110,0.0,0.018909390587263056
923542,0.0,0.025713345929844745
629510,0.0,0.012923005137096868
524205,0.0,0.009077059534985398
129283,0.0,6.096712953465701e-05
489388,0.0,0.007666010370934348
37062,0.0,3.523115290509247e-05
748913,0.0,0.01710091984577491
397274,0.0,0.005739864212629455
443419,0.0,0.006361310602966808
552508,0.0,0.009754319503370431
1004617,0.0,0.07977977235442871
1003835,0.0,0.07887545908831653
696940,0.0,0.014929506300197248
360939,0.0,0.004929602131519319
266387,0.0,0.0032606539719789033
787955,0.0,0.019211662218851653
797230,0.0,0.01930754544748084
742424,0.0,0.016540897133462563
965247,0.0,0.04340860384154003
806836,0.0,0.019157618568151215
348416,0.0,0.00454698879938721
726259,0.0,0.016326034779941795
618225,0.0,0.012368098228950852
255381,0.0,0.0032333475084669145
796224,0.0,0.019220861293753177
96974,0.0,3.884713036443375e-05
775908,0.0,0.018293916342381405
16816,0.0,6.313849123287225e-05
525266,0.0,0.009212184578369505
5456,0.0,7.24226395368828e-05
953730,0.0,0.030528907432386666
592024,0.0,0.011429080285989665
838581,0.0,0.02168506488560832
840576,0.0,0.021992078436698804
669408,0.0,0.013924574161815856
266392,0.0,0.003076683890298208
149909,0.0,8.66105262786859e-05
980409,0.0,0.05213204378559224
1683,0.0,0.00016816165740799892
559440,0.0,0.009888606174455198
762085,0.0,0.018997816758396166
693572,0.0,0.014632708896747792
55967,0.0,2.8568006965835056e-05
636178,0.0,0.013044560784333682
308121,0.0,0.00400486955082114
679820,0.0,0.01393240643804696
165338,0.0,0.0008832446019897942
377947,0.0,0.00490342680341408
731882,0.0,0.01641704636933823
765994,0.0,0.018442938151308614
879800,0.0,0.022741126534608327
394262,0.0,0.005784272806165247
193623,0.0,0.0021171511170306767
581536,0.0,0.011469184953772932
320143,0.0,0.004307571047698703
419285,0.0,0.006364301891040975
264953,0.0,0.0031823819775996624
913437,0.0,0.02497492899679146
629248,0.0,0.013330305109909943
331386,0.0,0.004640483364976607
901493,0.0,0.02482893938749186
642929,0.0,0.01327557519387664
966406,0.0,0.044580943655278385
128245,0.0,6.229546676576852e-05
551884,0.0,0.009431080640077008
360863,0.0,0.004635689016264404
879570,0.0,0.02291611656379223
384407,0.0,0.0058650745528911665
591530,0.0,0.011659994123625204
307661,0.0,0.004308615442223917
595657,0.0,0.011140836116146708
607011,0.0,0.012277544494469704
990901,0.0,0.05765844392877099
649483,0.0,0.014009627420347009
762367,0.0,0.018734415154189204
17637,0.0,7.332119420101781e-05
224448,0.0,0.002265691854857286
325997,0.0,0.004244969815238589
606724,0.0,0.011726449738409372
421586,0.0,0.006012299155621107
253017,0.0,0.0029994593261993144
550290,0.0,0.009624671979648008
601166,0.0,0.01208161338035471
511688,0.0,0.009148489476138768
668424,0.0,0.01456047330710682
42274,0.0,1.969416811479404e-05
467095,0.0,0.007845351026464208
240720,0.0,0.0028661529474140177
108553,0.0,3.264878896386255e-05
958228,0.0,0.03668685048634306
790930,0.0,0.018332370332479704
502462,0.0,0.008158024463548488
286130,0.0,0.0032500442312671162
475018,0.0,0.007612026527867501
80160,0.0,6.627252374341113e-05
212002,0.0,0.0021989417598496453
387966,0.0,0.005616043688838224
37496,0.0,6.93885218860171e-05
120459,0.0,9.161552525468978e-05
804841,0.0,0.019626611830656303
333765,0.0,0.0044773080434240406
722064,0.0,0.01646976877355568
614528,0.0,0.011991191836299157
276576,0.0,0.003516453657923171
428794,0.0,0.006522575030566216
22284,0.0,4.736132767384688e-05
87075,0.0,0.00010481509436547945
583213,0.0,0.011342286705275576
129581,0.0,7.657224187214453e-05
420679,0.0,0.006241617662885834
106647,0.0,5.619324274826003e-05
295522,0.0,0.0035868917863545596
865614,0.0,0.022685385873327878
736487,0.0,0.01727576217269112
217695,0.0,0.0022701566747579433
434743,0.0,0.006520847223901771
248502,0.0,0.003189900742212994
127194,0.0,5.49911727699274e-05
859264,0.0,0.022717955808519104
565404,0.0,0.009849081529439859
808267,0.0,0.01958266043791517
795853,0.0,0.01891500690500711
42466,0.0,2.5508569927523907e-05
448401,0.0,0.007047325522877718
392473,0.0,0.0058970109328804424
565617,0.0,0.009468575689720392
481855,0.0,0.007776887817492699
873893,0.0,0.02329672026769353
286363,0.0,0.0035634340474815125
427354,0.0,0.0063801465232584285
16283,0.0,6.381582380000523e-05
25708,0.0,0.00016527979193384598
663380,0.0,0.013865427373620223
204225,0.0,0.0022992933875694154
28352,0.0,8.772862331554416e-05
600943,0.0,0.011565674661962646
824438,0.0,0.02066862368081191
69043,0.0,1.3700353168356102e-05
768535,0.0,0.018805133104828974
641400,0.0,0.018852517313591388
556940,0.0,0.010064159404078041
183001,0.0,0.0020352622636862997
790851,0.0,0.01938454363472185
548350,0.0,0.009737943800185727
752646,0.0,0.016919299736776694
451602,0.0,0.0073563908712590016
247756,0.0,0.0026723704663657467
569899,0.0,0.01007355329854277
494039,0.0,0.007994684509263907
994721,0.0,0.06192228143624393
167699,0.0,0.0008876573386812307
320914,0.0,0.004143005515614904
496449,0.0,0.008021586224817029
353478,0.0,0.004673783984625049
356326,0.0,0.0047126433204164936
312524,0.0,0.004255504613410113
773517,0.0,0.018648879800750383
7888,0.0,5.299227887688941e-05
260247,0.0,0.0032824338141486907
683106,0.0,0.014182118635006341
119100,0.0,7.211452092183047e-05
120889,0.0,5.877869347841083e-05
166790,0.0,0.00088885463362898
355948,0.0,0.004666699834640065
527256,0.0,0.009342220726527486
926810,0.0,0.025117798009797816
11105,0.0,4.709229953748034e-05
358470,0.0,0.004736759731976141
967725,0.0,0.045375576222290534
802229,0.0,0.019443429787434855
123361,0.0,8.977921633893018e-05
872801,0.0,0.022748230456766452
987139,0.0,0.05701036289154767
756727,0.0,0.017297133205603457
832500,0.0,0.021676781547576053
448745,0.0,0.007176706049073683
276833,0.0,0.0031942689243670414
9472,0.0,0.00014546370252155026
974931,0.0,0.04805173290609722
762291,0.0,0.01819052313046043
425395,0.0,0.00619625939975405
394217,0.0,0.0057824188178597045
275185,0.0,0.003263888341080455
585386,0.0,0.011573819069508766
914635,0.0,0.024820384818857986
139707,0.0,0.00010890713408332567
304327,0.0,0.003616004719531672
947073,0.0,0.026387010333299342
550669,0.0,0.009437760869488367
856088,0.0,0.022223508067833363
106996,0.0,7.537976054857328e-05
796498,0.0,0.019656353460251633
439634,0.0,0.006408875867168318
91971,0.0,5.393078280245294e-05
412356,0.0,0.00583811575655378
947213,0.0,0.02667276121815973
110044,0.0,8.357509571073949e-05
153475,0.0,9.852037830778508e-05
63519,0.0,1.6841390937133408e-05
633730,0.0,0.013743763490537367
980195,0.0,0.05178542566992646
315178,0.0,0.0042770830518981924
948688,0.0,0.026095275223479646
835283,0.0,0.02144821066121752
375504,0.0,0.004921507828900447
463689,0.0,0.00767328074052368
210322,0.0,0.0023926492436210614
831362,0.0,0.021581909601012424
204723,0.0,0.002175731180093745
727300,0.0,0.0158570256091188
988594,0.0,0.0582162154866059
690301,0.0,0.014217376954445901
20712,0.0,5.523185665191244e-05
774202,0.0,0.01906869445624547
842274,0.0,0.021684430518807828
148478,0.0,7.582420826022559e-05
285330,0.0,0.003394760123404337
446431,0.0,0.007137533074114825
631508,0.0,0.013059142268364318
1009975,0.0,0.08681467527489338
68740,0.0,0.00020455441832197612
809252,0.0,0.019383567763939725
289854,0.0,0.0033321747350529207
851417,0.0,0.021545167165732026
215353,0.0,0.0024610323165567068
2909,0.0,0.0001493905527762704
512396,0.0,0.008791249760262639
317608,0.0,0.004523688603222889
485627,0.0,0.007802382852929138
364688,0.0,0.004765800511075993
242069,0.0,0.0029347139992858045
342675,0.0,0.004394299471944254
779436,0.0,0.01890046398783351
5081,0.0,5.696806040682273e-05
40699,0.0,2.693522938577362e-05
292415,0.0,0.003602653311726517
840988,0.0,0.021469012349091408
500217,0.0,0.008021069633311664
265327,0.0,0.003237250295764972
993391,0.0,0.05965210874486282
276959,0.0,0.0032722598188540545
695073,0.0,0.015067517163694161
436665,0.0,0.006484389941250827
301111,0.0,0.0032459606316716607
961582,0.0,0.04034790779479004
906624,0.0,0.02554810248590674
749863,0.0,0.01688181204098689
324607,0.0,0.004681728132856622
134275,0.0,5.219953729952724e-05
745264,0.0,0.016693507039888155
690098,0.0,0.014404403726230341
762709,0.0,0.018213473184131926
372092,0.0,0.004836966682387537
875858,0.0,0.02318523114060783
89274,0.0,1.1096511041351559e-05
359658,0.0,0.00481391478710729
633325,0.0,0.013890413377178935
700660,0.0,0.015309091047823197
644068,0.0,0.013698445802082205
71271,0.0,1.9504461338029046e-05
138297,0.0,7.819556541166117e-05
615756,0.0,0.012327456236217223
86650,0.0,1.8686984760425257e-05
156791,0.0,0.00010107927189239659
139508,0.0,7.873994542267565e-05
878038,0.0,0.02340056663668608
344278,0.0,0.004301870935817454
576741,0.0,0.011242974718141544
745964,0.0,0.01647236527957542
763463,0.0,0.018220022705926046
322989,0.0,0.00420716794457098
207390,0.0,0.0023901234356777977
785506,0.0,0.019291083973445904
97873,0.0,4.059476600391157e-05
931400,0.0,0.02631279858378725
244398,0.0,0.002962473475418239
318510,0.0,0.004284866979297569
639020,0.0,0.013921592675206772
845641,0.0,0.02246798317492548
151962,0.0,0.00013275715199583324
175505,0.0,0.0019069692472412248
622829,0.0,0.012905889813945812
410733,0.0,0.006029335518605578
815747,0.0,0.01976114155860729
458526,0.0,0.007246798159777164
129652,0.0,6.944460356233022e-05
897058,0.0,0.024875358516719105
857541,0.0,0.022473385486611274
298741,0.0,0.0036467711938587217
986570,0.0,0.05766348924731531
349553,0.0,0.004833969317772479
908863,0.0,0.02532758665519902
968702,0.0,0.04512002660384829
598105,0.0,0.011480861407844224
532846,0.0,0.009316765412021508
910337,0.0,0.024691732570530416
381130,0.0,0.005786908709961102
447024,0.0,0.006651196605951102
680804,0.0,0.014559306129721502
357600,0.0,0.004890610647887173
76962,0.0,0.00010968178610797495
596903,0.0,0.011975160821569847
482018,0.0,0.007958191245219183
694822,0.0,0.014792440592658482
653063,0.0,0.01352674109555661
937919,0.0,0.02540118647428955
218948,0.0,0.0023747710880968275
42198,0.0,6.261191725905726e-05
258416,0.0,0.0030498437480841255
55222,0.0,5.9090279266167644e-05
427648,0.0,0.006429076184027839
931369,0.0,0.026465416253987566
310519,0.0,0.0042153744074103034
550247,0.0,0.009750481565013548
628847,0.0,0.012456447104105865
809241,0.0,0.019568446605133908
731020,0.0,0.016471519252067614
448287,0.0,0.007213460824955954
921430,0.0,0.025554219359955766
928543,0.0,0.02596937250981888
336797,0.0,0.004213321544856268
658179,0.0,0.013858098475716719
1005137,0.0,0.07948611050920996
579856,0.0,0.011183613907162536
21184,0.0,5.603130647664162e-05
104561,0.0,5.353505522525376e-05
922590,0.0,0.02517478581996279
899115,0.0,0.024350338280780807
828382,0.0,0.021286699884123367
742532,0.0,0.01694106625974478
354810,0.0,0.0046365574258115765
676578,0.0,0.014537120403180531
171758,0.0,0.001955084665630026
939995,0.0,0.025894154630651266
328576,0.0,0.004115000382065024
452315,0.0,0.006980415010671233
719990,0.0,0.016323528370429274
414160,0.0,0.005618169913945537
679135,0.0,0.014721086023433319
70609,0.0,1.993548577778455e-05
523008,0.0,0.009219793452592077
127941,0.0,4.0064769521243156e-05
906834,0.0,0.02493329136487512
856350,0.0,0.021872078945869667
44146,0.0,3.17975997671899e-05
43804,0.0,3.628295824577016e-05
919746,0.0,0.025491096863893385
160221,0.0,7.846987431627697e-05
568035,0.0,0.010042830122444776
842262,0.0,0.021943748932624484
694540,0.0,0.014756254147089282
542961,0.0,0.009963223013247351
941912,0.0,0.025968452591200713
406764,0.0,0.005878997560548267
502716,0.0,0.008218078500242422
95503,0.0,4.27300155558887e-05
226944,0.0,0.0021881361362557595
595574,0.0,0.011840902586077496
821351,0.0,0.01974673040543148
808170,0.0,0.019280111227964115
587239,0.0,0.0121319262011017
341385,0.0,0.0044786336765113306
911953,0.0,0.02506186669084377
567534,0.0,0.009968047927833993
240468,0.0,0.003079286082891278
394205,0.0,0.0058364329721362325
451352,0.0,0.007269848644841433
1232,0.0,7.081853279716438e-05
91362,0.0,2.482471812462491e-05
944879,0.0,0.025668315231315714
527688,0.0,0.009136795000279684
459420,0.0,0.007483206013346205
953257,0.0,0.028886231820733594
31640,0.0,3.09472100810085e-05
467481,0.0,0.0074969264344956505
210077,0.0,0.002412243678012904
278671,0.0,0.003344549343977471
718468,0.0,0.01590096059576862
922786,0.0,0.025111187924133693
643316,0.0,0.013727019704593526
2640,0.0,6.28147996424505e-05
805380,0.0,0.019400526376572316
334364,0.0,0.003991895220518539
184462,0.0,0.001857339737552799
503278,0.0,0.008496363864775192
286306,0.0,0.003177283168042641
923344,0.0,0.026006375899745776
329665,0.0,0.004475173459514563
465323,0.0,0.0071314098690993585
292780,0.0,0.0034319122038330547
998107,0.0,0.07328178950715554
16209,0.0,0.00012770605268392355
860991,0.0,0.022291240316130494
272795,0.0,0.0034427636265090293
487740,0.0,0.008029782690837308
