0.0181908 0.749477 -0.000536516 0.20192 0.0173242 0.0177359 0.730301 0.00171779 -0.00158319 -0.000301369
0.0185813 0.745596 -0.00143579 0.0524877 0.0110883 0.0137551 0.879787 0.000152614 -0.0015242 -0.000530966
0.0183748 0.751843 -0.00119952 0.817415 0.0188793 0.0213679 0.943558 0.00161858 -0.00173839 0.000143446
0.0180214 0.745495 8.34465e-06 0.487222 0.0163535 0.0158174 0.578365 0.00199563 -0.000936765 -0.000444807
0.0191417 0.245132 0.00113833 0.789384 0.0186048 0.0207891 0.132816 0.00455796 0.000206929 -6.2272e-05
0.0181276 0.475175 0.00107671 0.411853 0.0129795 0.0134431 0.3309 0.00351403 0.000766933 -4.8615e-05
0.0179923 0.000316057 0.00218548 0.514071 0.0145479 0.016568 0.464868 0.00627591 0.0023251 0.00118717
0.0180563 0.744801 -0.000561245 0.601242 0.0205661 0.0213923 0.865712 0.00239283 -0.00163096 0.0001873
0.0183065 0.00150606 0.00138471 0.137093 0.00945254 0.0122047 0.0442812 0.00471934 0.00191802 0.000120424
0.0183832 0.740962 -0.000405498 0.474903 0.0247239 0.0247937 0.680606 0.00278161 -0.00240385 -8.93399e-05
0.0191245 0.255707 0.000796605 0.0952257 0.00933478 0.0120001 0.0415272 0.00294976 0.000737466 -0.000532914
0.0178899 0.000765014 0.00203273 0.141289 0.0148229 0.0170193 0.314588 0.00527573 0.00281712 0.000634037
0.0189574 0.253825 0.000926025 0.119869 0.0107987 0.0132024 0.100038 0.0033683 0.000753067 -0.000314079
0.0178623 0.250353 0.00193638 0.441535 0.00919753 0.00995389 0.248299 0.00452378 0.00237819 0.000342276
0.0190999 0.245997 0.00125074 0.929724 0.0144588 0.0169187 0.219435 0.00409129 0.00107902 -0.000247508
0.018546 0.25535 0.00219342 0.0762958 0.00741062 0.00854658 0.363358 0.00399727 0.00243088 0.000606053
0.0180128 0.252109 0.00163458 0.211072 0.00937875 0.0106193 0.311715 0.00427165 0.00198971 0.000327349
0.0199364 -0.00111603 0.00105514 0.873188 0.0142394 0.0186373 0.030632 0.00419029 0.000791486 -0.000389963
0.0184604 0.247065 0.00163484 0.905211 0.0150692 0.0167569 0.384144 0.00486408 0.00157214 0.000305548
0.0182475 0.749372 -0.000638552 0.266304 0.0187183 0.01935 0.768795 0.00184168 -0.00180691 -0.000208594
0.0178134 -0.00438866 0.00193242 0.167279 0.0192428 0.0215362 0.151624 0.00480311 0.00307672 0.000150565
0.0184968 0.745357 -0.000483833 0.0268883 0.0100003 0.0107861 0.654528 0.000497885 -0.000834707 -0.000761293
0.0212481 -0.00288567 0.00691711 0.0418681 0.00569331 0.00555884 0.0910502 0.00358448 0.00815682 0.00188782
0.0189589 0.757256 -0.00210139 0.322014 0.0191377 0.0229345 0.948025 0.000674493 -0.00300191 -0.000117354
0.0185638 0.245126 0.00162961 0.879791 0.0103658 0.0121276 0.21804 0.00408033 0.00201704 -0.000112012
0.0189583 0.757207 -0.00212237 0.26401 0.0177308 0.0215929 0.946576 0.000456046 -0.00286579 -0.000194304
0.0174062 0.250359 0.0023064 0.592308 0.0099647 0.0101336 0.381531 0.00519556 0.00288245 0.000739612
0.0187023 0.246402 0.001522 0.868249 0.013072 0.0148869 0.200261 0.00430244 0.00150529 -6.48275e-05
0.0180622 0.25155 0.00176561 0.403494 0.00934597 0.0103815 0.212042 0.00429655 0.00211232 0.000205219
0.0182077 0.248508 0.00177496 0.517765 0.00954275 0.0105965 0.122198 0.00422841 0.00205679 5.80661e-05
0.0173951 0.249013 0.00221228 0.398647 0.00829091 0.00860512 0.383798 0.00490489 0.00293896 0.000686534
0.0172934 0.248468 0.00244265 0.71217 0.00953723 0.0095935 0.419285 0.00531304 0.0031828 0.000800662
0.0174809 0.24797 0.00219245 0.43672 0.00794093 0.00831428 0.341496 0.00478026 0.00293301 0.000581376
0.0180277 0.746309 -0.000699803 0.635258 0.018824 0.0200844 0.901747 0.00210608 -0.00142913 0.000214495
0.0172902 0.244499 0.00245715 0.67021 0.00500474 0.00517998 0.354388 0.00466882 0.00372322 0.000529095
0.0189383 0.755632 -0.00211204 0.200391 0.0155831 0.0194972 0.943557 0.000171561 -0.00260447 -0.000300668
0.0173719 0.248878 0.00225034 0.458037 0.0104768 0.0106738 0.4103 0.00526603 0.00273668 0.000829853
0.0181105 0.749235 -0.000905938 0.603349 0.0176784 0.0193662 0.916793 0.00175937 -0.00147288 0.000155725
0.0215608 0.250404 0.00385665 0.0398167 0.00340397 0.00481687 0.105648 0.00248226 0.00291581 0.000774477
0.0179991 0.740451 0.000361264 0.8509 0.0184474 0.0175325 0.551426 0.00257107 -0.000662494 -0.000392668
0.0180548 0.743788 -0.000271559 0.862842 0.0211328 0.0216343 0.846725 0.00265697 -0.00128538 0.000119098
0.0186849 0.248415 0.00154953 0.82157 0.0113231 0.0130193 0.111245 0.00404744 0.0016624 -0.000196975
0.0182054 0.255436 0.00170295 0.0819994 0.0090429 0.0103866 0.35378 0.00414042 0.00197427 0.000425272
0.0182986 0.750022 -0.000784024 0.208393 0.0169869 0.0179687 0.79124 0.00147865 -0.0017227 -0.000288449
0.0174197 0.252017 0.00213834 0.340496 0.00926235 0.00964137 0.409896 0.00497798 0.00273052 0.000743471
0.0177257 0.250163 0.00210065 0.605935 0.0102192 0.0107471 0.3005 0.00487848 0.00253317 0.000496335
0.0178995 0.249842 0.00203817 0.659163 0.0100687 0.010732 0.229959 0.00469123 0.00243652 0.000324816
0.018162 0.753568 -0.00114876 0.665006 0.0175034 0.0197635 0.94485 0.001572 -0.00155984 0.000231661
0.0192529 0.983466 0.00903185 0.198577 0.0100245 0.0123405 0.322884 0.0064051 0.0058413 0.000561066
0.0189722 0.755264 -0.00217709 0.163055 0.014609 0.0186868 0.944864 -2.49445e-05 -0.00255261 -0.000358842
0.0187395 0.253743 0.00108936 0.142178 0.0106235 0.0127513 0.151647 0.0035976 0.00101917 -0.00015806
0.0219399 0.25228 0.00374732 0.0374336 0.00523083 0.00687357 0.0395787 0.00241061 0.00241516 0.000688985
0.0178307 0.746152 9.72599e-05 0.515015 0.0166578 0.0159963 0.646351 0.00223898 -0.00077736 -0.0002461
0.0194958 0.245286 0.000980138 0.929365 0.016226 0.0190992 0.129828 0.00390277 0.000447016 -0.000455093
0.0172493 0.250423 0.00242508 0.641251 0.0103001 0.0102903 0.434248 0.0054346 0.00304734 0.000887491
0.0175943 0.746475 0.000251099 0.567159 0.0168715 0.0159794 0.701266 0.00254015 -0.000526074 -3.18363e-05
0.0177502 0.248978 0.00210417 0.602335 0.00918121 0.00973393 0.26614 0.00471129 0.00264432 0.000404842
0.0186633 0.750281 -0.00149806 0.278996 0.0184138 0.0209832 0.903578 0.00110839 -0.00243072 -0.000159375
0.0179613 0.248312 0.00191921 0.502906 0.00971144 0.0105111 0.208531 0.00452187 0.00227426 0.000278015
